season,episode,scene,location,extra_scene_info
4,6,5,monica and rachel's,rachel is on the couch still doing the crossword. chandler is in the kitchen.
4,6,6,back in the kitchen at the funeral. phoebe is there,monica enters.
4,6,7,chandler and joey's,"ross and joey are standing and talking, ross is tying a tie."
4,6,8,monica and rachel,"rachel is there, chandler enters."
4,6,9,in the living room at the funeral,"rachel is there, chandler enters."
4,6,10,outside cheryl's apartment,"rachel is there, chandler enters."
4,6,11,central perk. rachel is sitting on the couch alone working on a crossword puzzle. gunther is there,going into the back room.
4,6,12,chandler and joey's,"chandler is there, joey enters."
4,6,13,outside cheryl's apartment,monica knocks on cheryl's door
4,7,1,monica and rachel's,everyone except joey and chandler are there eating breakfast.
4,7,2,central perk,joey is getting a phone number from a woman casey as chandler watches from the doorway.
4,7,3,monica and rachel's,"ross and monica are sitting on the couch playing cards, and phoebe is working on a new song."
4,7,4,chandler and joey's,"chandler is watching yasmein bleeth running on tv, and the duck starts quacking."
4,7,5,chandler and joey's,"continued from earlier. chandler and kathy are still kissing, then they stop suddenly."
4,7,6,central perk,"ross is performing, his music hasn’t improved."
4,7,7,chandler and joey's,"joey is opening the door, but chandler has the chain on it."
4,7,8,central perk,ross has just finished playing.
4,7,9,central perk,rachel and monica are sitting on the couch and phoebe is getting coffee as chandler enters. ross is also there.
4,7,10,chandler and joey's,joey is watching tv as chandler enters.
4,7,11,central perk,"ross is playing his music. monica, phoebe, and rachel are sitting on the couch."
4,8,1,chandler and joey's,joey is sitting at the counter reading a magazine as the phone rings.
4,8,2,monica and rachel's,everyone but joey and chandler are there getting ready for thanksgiving.
4,8,3,chandler and joey's,joey is repacking the furniture into boxes to return it.
4,8,4,central perk,chandler and kathy are sitting at a table and talking about joey.
4,8,5,dr. burke’s office,rachel and monica are waiting as the doctor arrives.
4,8,6,chandler and joey's,joey is packing as chandler rushes in.
4,8,7,dr. burke’s office,tim is examining monica.
4,8,8,monica and rachel's,it’s closer to dinner. monica has just told everyone that tim is coming to dinner.
4,8,9,monica and rachel's balcony,the gang is all there watching chandler.
4,9,1,outside central perk,"monica and phoebe are showing everyone the van they bought for the catering business. it’s an old dodge van, that has a cartoon woman riding on a dragon painted on the side of it."
4,9,2,monica and rachel's,the gang is all there.
4,9,3,rachel’s office,rachel and sophie are sitting at their desks working as joanna walks in.
4,9,4,chandler and joey's,chandler is getting ready to party.
4,9,5,bloomingdale’s,"rachel is meeting with mr. posner, mrs. lynch, and joanna the hiring committee."
4,9,6,monica and rachel's,phoebe is there as monica enters carrying a huge stack of newspapers.
4,9,7,monica and rachel's,continued from earlier.
4,9,8,rachel’s office,rachel is confronting joanna about her interview.
4,9,9,chandler and joey's,ross and chandler are watching tv as joey enters.
4,9,10,monica and rachel's,"rachel is entering, excited."
4,9,11,central perk,"joey, ross, and chandler are making a pit stop on their party tour."
4,9,12,central perk,"the next day, phoebe is there."
4,9,13,rachel’s office,"she is coming in for the day carrying a picture for her new office. mrs. lynch is coming out of joanna’s office, carrying a box."
4,9,14,monica’s new kitchen,allesandro is introducing her to her new employees.
4,10,1,chandler and joey's,"joey, chandler, and phoebe are there as ross enters."
4,10,2,central perk,"chandler, joey, rachel, and phoebe are there."
4,10,3,chandler’s office,he is trying to find rachel a date.
4,10,4,monica and rachel's,phoebe is working on a new song.
4,10,5,central perk,"ross, phoebe, and chandler are there."
4,10,6,allesandro’s,monica is cooking.
4,10,7,central perk,chandler is there.
4,10,8,allesandro’s,joey is eating some cheese.
4,10,9,allesandro’s,continued from earlier. the other waiters are gone and monica is confronting joey about his not speaking up.
4,10,10,central perk,"phoebe is working on her holiday song, chandler is sitting on the couch reading a magazine, and ross is sleeping on the couch."
4,10,11,chandler and joey's,"chandler is playing living room golf as rachel enters. rachel sees this and holds the door open until chandler is ready to start his swing, when he is, she slams the door shut which causes the club to fly from his hands. he turns around, shocked."
4,10,12,a train to poughkeepsie,ross is asleep against the window.
4,10,13,allesandro’s,monica is cooking.
4,10,14,the train,it’s pulling into a station.
4,10,15,allesandro’s,joey is coming back in with his coat on.
4,10,16,central perk,phoebe is singing her holiday song.
4,11,1,central perk,frank and alice are there talking with phoebe.
4,11,2,monica and rachel's,"monica, rachel, and chandler are trying to throw cards into a vase."
4,11,3,central perk,chandler and kathy are kissing.
4,11,4,the museum,joey is giving a tour to a bunch of school kids.
4,11,5,phoebe sr.’s house,there’s a knock on the door.
4,11,6,the museum’s worker cafeteria,joey is eating lunch with the rest of the tour guides. another tour guide tries to sit down in a seat joey saved for ross.
4,11,7,monica and rachel's,"joey is eating dinner, monica and rachel are sitting on the couch."
4,11,8,monica and rachel's,"the next morning, phoebe is there with her puppy and is trying to sing it to sleep as chandler enters."
4,11,9,the museum cafeteria,joey is eating with the tour guides as ross enters.
4,11,10,central perk,"phoebe, with the puppy, monica, and rachel are sitting on the couch."
4,11,11,monica and rachel's,monica and rachel are sitting at the table.
4,12,1,monica and rachel's,"everyone's asleep, and all through the apartments not a creature was stirring, not even a mouse. that is except for the chick, who turns out to be a rooster and is crowing in the sun. needless to say, this awakens monica and rachel who rush into their living room, searching for the cause of the sound."
4,12,2,monica and rachel's,"it’s later that morning, everybody has gotten up and ross and phoebe has joined them for breakfast. rachel is returning from shopping."
4,12,3,the doctor’s office,dr. zane is examining phoebe as frank and alice watch.
4,12,4,monica and rachel's,the game is about to begin.
4,12,5,the doctor’s office,phoebe is giving a pep talk to the petrie dish containing the embryos.
4,12,6,monica and rachel's,the game is coming to a close.
4,12,7,monica and rachel's,"continued from earlier, only slightly later."
4,12,8,monica and rachel's,"erm, chandler and joey's, chandler and joey are carrying in the foosball table."
4,12,9,chandler and joey's,"erm, monica and rachel's, monica and rachel are busy unpacking."
4,12,10,monica and rachel's,"erm, chandler and joey's, they’re both unpacked. the big ceramic dog has found a new home in front of the window. joey screams and runs into the living room."
4,13,1,a theatre,chandler and ross are there to watch the premiere of kathy’s play.
4,13,2,chandler and joey's,"erm, monica and rachel's, monica is still unpacking after the move, and phoebe is their also."
4,13,3,central perk,ross and chandler are entering after the play. phoebe and joey are already there.
4,13,4,monica and rachel's,"erm, chandler and joey's, the gang minus monica and rachel are eating breakfast. ross and chandler are sitting at the foosball table and eating."
4,13,5,bloomingdale’s,rachel’s new job.
4,13,6,kathy’s play,ross and chandler are waiting for her in the lobby after the play.
4,13,7,monica and rachel's,"erm, chandler and joey's, joey, phoebe, and ross are there eating pizza as rachel enters."
4,13,8,the hallway between the apartments,monica is lugging one of those floor polishing machines through the hallway. rachel comes up the steps and stops when she sees monica.
4,13,9,monica and rachel's,"erm, chandler and joey's, ross, joey, and phoebe are watching a movie as chandler comes in from his bedroom."
4,13,10,bloomingdale’s,"rachel’s new job, she is waiting for joshua and practising how to ask him out."
4,13,11,kathy’s apartment,chandler is knocking on the door.
4,13,12,monica and rachel's,"erm, chandler and joey's, joey is debriefing rachel on her rejection earlier that day and telling her what she should’ve done. ross and phoebe are watching."
4,13,13,bloomingdale’s,rachel is sitting at her desk as mr. waltham comes in.
4,14,1,monica and rachel's,"erm, chandler and joey's, joey is getting ready for a fishing trip and phoebe is asking him about the fishing lures. ross is playing with the rod, and monica is pretty much just watching the on goings."
4,14,2,bloomingdale’s,rachel is still dressing joshua. he is trying on a pair of pants.
4,14,3,monica and rachel's,"erm, chandler and joey's, chandler is in his sweats flinging playing cards into a pot."
4,14,4,monica and rachel's,"erm, chandler and joey's, the next morning, monica and phoebe are eating breakfast."
4,14,5,chandler and joey's,"erm, monica and rachel's, scene continued from earlier."
4,14,6,silvercup studios,joey is just arriving for his scene.
4,14,7,a strip club,"the girls are there with chandler, who isn’t enjoying himself."
4,14,8,silvercup studios,"joey is taking a shower in charlton heston’s dressing room. heston enters the room, joey panics, and walks over to the shower and confronts joey about the use of his shower."
4,14,9,chandler and joey's,"erm, monica and rachel's, chandler, monica, and phoebe are returning from the strip club."
4,14,10,central perk,"the gang is there, minus ross. chandler is trying to cheer joey up about missing phase two."
